Bus Name,Link Route,Bus Type,Departing Time,Duration Time,Reaching Time,Star Rating,Price,Seat Availability
LIYAS TOURS,Thiruvananthapuram to Kozhikode,Bharat Benz A/C Sleeper (2+1),16:45,10h 55m,03:40,4.0,899.0,8
Kallada Travels (Suresh Kallada),Thiruvananthapuram to Kozhikode,A/C Sleeper (2+1),18:01,09h 59m,04:00,3.5,700.0,20
A1 Travels,Thiruvananthapuram to Kozhikode,Bharat Benz A/C Seater /Sleeper (2+1),20:15,09h 15m,05:30,4.0,899.0,24
A1 Travels,Thiruvananthapuram to Kozhikode,A/C Seater / Sleeper (2+1),21:35,09h 25m,07:00,3.0,650.0,32
Kalpaka Travels 1,Thiruvananthapuram to Kozhikode,A/C Sleeper (2+1),20:50,07h 10m,04:00,3.8,599.0,25
Kallada Travels (Suresh Kallada),Thiruvananthapuram to Kozhikode,A/C Sleeper (2+1),16:00,11h 00m,03:00,3.0,800.0,15
KSRTC (Kerala) - 103,Bangalore to Kannur (Kerala),Swift Deluxe Non AC Air Bus (2+2),09:00,08h 55m,17:55,3.1,799.0,13
KSRTC (Kerala) - 136,Bangalore to Kannur (Kerala),Swift Deluxe Non AC Air Bus (2+2),20:30,06h 40m,03:10,2.8,900.0,39
KSRTC (Kerala) - 101,Bangalore to Kannur (Kerala),Swift Deluxe Non AC Air Bus (2+2),21:15,07h 15m,04:30,3.8,849.0,35
KSRTC (Kerala) - 98,Bangalore to Kannur (Kerala),Swift Deluxe Non AC Air Bus (2+2),21:55,07h 15m,05:10,2.0,650.0,32
KSRTC (Kerala) - 1767,Bangalore to Kannur (Kerala),Super Express Non AC Seater Air Bus (2+2),23:10,07h 15m,06:25,3.7,800.0,39
NS Transports,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:15,07h 30m,05:45,2.0,650.0,22
GOLDEN TRAVEL AGENCIES,Bangalore to Kannur (Kerala),Volvo A/C Semi Sleeper (2+2),22:45,06h 00m,04:45,3.5,850.0,21
Ashoka Travel and Logistics,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),21:45,07h 45m,05:30,3.0,650.0,22
NS Transports,Bangalore to Kannur (Kerala),Non A/C Seater / Sleeper (2+1),22:00,08h 00m,06:00,2.1,749.0,27
Sugama Tourist,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:00,07h 30m,05:30,3.5,799.0,19
GOLDEN TRAVEL AGENCIES,Bangalore to Kannur (Kerala),NON A/C Sleeper (2+1),22:30,06h 15m,04:45,2.2,795.0,22
NS Transports,Bangalore to Kannur (Kerala),NON A/C Semi Sleeper / Sleeper (2+1),22:45,06h 35m,05:20,4.0,999.0,26
Kalpaka Travels,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:10,06h 50m,05:00,3.0,181.0,22
MMK Travels,Bangalore to Kannur (Kerala),VE A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,4.0,181.0,28
GOLDEN TRAVEL AGENCIES,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:00,06h 55m,04:55,2.4,216.0,15
Kalpaka Travels,Bangalore to Kannur (Kerala),NON A/C Seater/ Sleeper (2+1),21:45,07h 35m,05:20,3.0,253.0,38
National travels and logistics,Bangalore to Kannur (Kerala),Non A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,4.2,181.0,28
Ashoka Travel and Logistics,Bangalore to Kannur (Kerala),NON A/C Semi Sleeper (2+2),09:00,08h 30m,17:30,4.0,253.0,8
DLT BUS,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:30,07h 30m,06:00,3.5,181.0,23
Ashoka Travel and Logistics,Bangalore to Kannur (Kerala),A/C Semi Sleeper (2+2),22:30,07h 15m,05:45,2.0,253.0,32
GOLDEN TRAVEL AGENCIES,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),21:30,07h 45m,05:15,2.1,253.0,18
P K Travels,Bangalore to Kannur (Kerala),NON A/C Semi Sleeper (2+2),21:45,07h 15m,05:00,3.0,174.0,27
Ashoka Travel and Logistics,Bangalore to Kannur (Kerala),NON A/C Semi Sleeper (2+2),22:00,07h 30m,05:30,3.9,174.0,31
Kalpaka Travels,Bangalore to Kannur (Kerala),NON A/C Seater/ Sleeper (2+1),22:00,07h 00m,05:00,2.0,253.0,28
P K Travels,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),22:15,07h 15m,05:30,4.2,253.0,19
Kalpaka Travels,Bangalore to Kannur (Kerala),NON A/C Seater/ Sleeper (2+1),22:00,08h 10m,06:10,4.1,181.0,27
GOLDEN TRAVEL AGENCIES,Bangalore to Kannur (Kerala),Non A/C Seater / Sleeper (2+1),22:30,06h 30m,05:00,3.4,253.0,37
National travels and logistics,Bangalore to Kannur (Kerala),Bharat Benz A/C Sleeper (2+1),22:30,07h 00m,05:30,3.7,181.0,13
Arya Travels,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),19:40,09h 35m,05:15,3.9,181.0,15
Kohinoor Travels,Bangalore to Kannur (Kerala),A/C Sleeper (2+1),19:00,10h 00m,05:00,3.3,181.0,27
KSRTC (Kerala) - 795,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),03:45,03h 35m,07:20,4.1,181.0,22
KSRTC (Kerala) - 3343,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),04:05,03h 00m,07:05,4.4,181.0,43
KSRTC (Kerala) - 500,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),05:15,02h 10m,07:25,5.0,181.0,2
KSRTC (Kerala) - 1860,Thrissur to Kozhikode,Low Floor AC Seater 2+2,05:40,03h 20m,09:00,4.4,181.0,2
KSRTC (Kerala) - 796,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),05:45,03h 25m,09:10,4.0,181.0,34
KSRTC (Kerala) - 2897,Thrissur to Kozhikode,Low Floor AC Seater 2+2,05:55,03h 20m,09:15,4.3,181.0,3
KSRTC (Kerala) - 2715,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),06:20,03h 40m,10:00,5.0,174.0,23
KSRTC (Kerala) - 2386,Thrissur to Kozhikode,Low Floor AC Seater 2+2,06:49,03h 20m,10:09,4.1,181.0,6
KSRTC (Kerala) - 2899,Thrissur to Kozhikode,Low Floor AC Seater 2+2,06:55,03h 20m,10:15,5.0,181.0,22
KSRTC (Kerala) - 1022,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),07:15,03h 30m,10:45,3.9,181.0,30
KSRTC (Kerala) - 3397,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),07:45,03h 35m,11:20,3.0,253.0,41
KSRTC (Kerala) - 2096,Thrissur to Kozhikode,Low Floor AC Seater 2+2,07:55,03h 05m,11:00,3.9,181.0,21
KSRTC (Kerala) - 2901,Thrissur to Kozhikode,Low Floor AC Seater 2+2,07:55,03h 20m,11:15,3.0,181.0,19
KSRTC (Kerala) - 1183,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),07:55,03h 35m,11:30,3.5,201.0,39
KSRTC (Kerala) - 3322,Thrissur to Kozhikode,Low Floor AC Seater 2+2,08:13,02h 55m,11:08,4.0,181.0,26
KSRTC (Kerala) - 2809,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),08:15,03h 25m,11:40,4.0,181.0,47
KSRTC (Kerala) - 343,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),09:50,03h 35m,13:25,3.9,181.0,33
KSRTC (Kerala) - 2817,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),09:50,03h 20m,13:10,5.0,181.0,50
KSRTC (Kerala) - 691,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),10:00,03h 25m,13:25,3.0,181.0,50
KSRTC (Kerala) - 767,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),10:20,03h 35m,13:55,3.9,181.0,43
KSRTC (Kerala) - 821,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),10:40,03h 35m,14:15,3.0,181.0,47
KSRTC (Kerala) - 725,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),10:45,03h 35m,14:20,4.4,181.0,50
KSRTC (Kerala) - 756,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),10:50,03h 45m,14:35,3.4,181.0,48
KSRTC (Kerala) - 817,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),11:00,03h 35m,14:35,3.7,253.0,44
KSRTC (Kerala) - 990,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),11:05,04h 15m,15:20,3.0,174.0,43
KSRTC (Kerala) - 687,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),11:10,03h 20m,14:30,4.0,253.0,48
KSRTC (Kerala) - 849,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),11:30,03h 50m,15:20,2.9,253.0,45
KSRTC (Kerala) - 787,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),11:40,03h 26m,15:06,4.3,181.0,44
KSRTC (Kerala) - 2499,Thrissur to Kozhikode,Low Floor AC Seater 2+2,11:45,03h 05m,14:50,3.3,181.0,16
KSRTC (Kerala) - 1989,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),12:50,03h 35m,16:25,3.0,181.0,44
KSRTC (Kerala) - 3015,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),13:30,03h 55m,17:25,2.6,181.0,44
KSRTC (Kerala) - 3119,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),13:35,03h 30m,17:05,3.8,181.0,38
KSRTC (Kerala) - 759,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),14:00,03h 35m,17:35,3.0,253.0,48
KSRTC (Kerala) - 2865,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),14:05,03h 25m,17:30,3.5,181.0,43
KSRTC (Kerala) - 2004,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),14:20,04h 00m,18:20,3.0,174.0,46
KSRTC (Kerala) - 701,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),15:05,03h 05m,18:10,2.8,181.0,48
KSRTC (Kerala) - 313,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),15:35,03h 10m,18:45,4.0,181.0,49
KSRTC (Kerala) - 277,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),15:35,03h 20m,18:55,2.4,216.0,49
KSRTC (Kerala) - 780,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),15:45,03h 25m,19:10,2.0,166.0,49
KSRTC (Kerala) - 722,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),15:50,03h 35m,19:25,2.0,174.0,46
KSRTC (Kerala) - 1119,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),16:10,03h 50m,20:00,4.2,216.0,46
KSRTC (Kerala) - 1891,Thrissur to Kozhikode,Low Floor AC Seater 2+2,16:25,03h 20m,19:45,4.0,216.0,25
KSRTC (Kerala) - 2869,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),16:35,03h 35m,20:10,3.5,253.0,43
KSRTC (Kerala) - 3598,Thrissur to Kozhikode,Low Floor AC Seater 2+2,17:15,03h 05m,20:20,2.0,216.0,27
KSRTC (Kerala) - 3573,Thrissur to Kozhikode,Low Floor AC Seater 2+2,17:22,03h 05m,20:27,2.5,174.0,24
KSRTC (Kerala) - 779,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),18:00,03h 45m,21:45,4.0,216.0,48
KSRTC (Kerala) - 2711,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),18:10,03h 20m,21:30,2.0,181.0,50
KSRTC (Kerala) - 3668,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),18:15,03h 45m,22:00,2.8,181.0,44
KSRTC (Kerala) - 2819,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),18:45,03h 30m,22:15,4.1,360.0,50
KSRTC (Kerala) - 765,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),19:00,03h 20m,22:20,2.8,216.0,50
KSRTC (Kerala) - 2498,Thrissur to Kozhikode,Low Floor AC Seater 2+2,19:00,03h 05m,22:05,2.9,174.0,28
KSRTC (Kerala) - 723,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),19:15,03h 30m,22:45,2.7,201.0,50
KSRTC (Kerala) - 2572,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),19:40,04h 10m,23:50,5.0,201.0,43
KSRTC (Kerala) - 1902,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),19:40,03h 20m,23:00,2.8,216.0,46
KSRTC (Kerala) - 757,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),19:45,03h 35m,23:20,2.8,181.0,48
KSRTC (Kerala) - 96,Thrissur to Kozhikode,Swift Deluxe Non AC Air Bus (2+2),19:50,04h 00m,23:50,2.8,201.0,9
KSRTC (Kerala) - 2712,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),20:00,02h 50m,22:50,3.4,181.0,50
KSRTC (Kerala) - 994,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),20:00,04h 05m,00:05,5.0,201.0,42
KSRTC (Kerala) - 549,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),20:05,04h 00m,00:05,2.8,216.0,14
KSRTC (Kerala) - 170,Thrissur to Kozhikode,Swift Deluxe Non AC Air Bus (2+2),20:15,04h 10m,00:25,2.8,181.0,6
KSRTC (Kerala) - 1877,Thrissur to Kozhikode,Low Floor AC Seater 2+2,20:15,03h 05m,23:20,3.3,216.0,28
KSRTC (Kerala) - 2517,Thrissur to Kozhikode,Swift Deluxe Non AC Air Bus (2+2),20:26,02h 50m,23:16,4.1,181.0,38
KSRTC (Kerala) - 2569,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),20:35,04h 00m,00:35,5.0,216.0,41
KSRTC (Kerala) - 125,Thrissur to Kozhikode,Super Deluxe Non AC Seater Air Bus (2+2),20:40,02h 55m,23:35,2.9,181.0,28
KSRTC (Kerala) - 1962,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),20:45,03h 14m,23:59,2.8,360.0,48
KSRTC (Kerala) - 665,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),20:50,03h 25m,00:15,2.7,201.0,49
KSRTC (Kerala) - 1211,Thrissur to Kozhikode,AC MULTI AXLE,20:55,03h 10m,00:05,2.8,174.0,31
KSRTC (Kerala) - 475,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),21:05,03h 15m,00:20,2.8,181.0,32
KSRTC (Kerala) - 2723,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),21:45,03h 25m,01:10,2.3,181.0,38
KSRTC (Kerala) - 2783,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),21:50,03h 10m,01:00,1.9,181.0,24
KSRTC (Kerala) - 594,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),21:55,03h 30m,01:25,2.1,391.0,25
KSRTC (Kerala) - 486,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),22:00,02h 30m,00:30,2.8,360.0,37
KSRTC (Kerala) - 819,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),22:05,03h 40m,01:45,2.7,500.0,49
KSRTC (Kerala) - 561,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),22:10,03h 45m,01:55,2.8,800.0,25
KSRTC (Kerala) - 1955,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),22:20,03h 15m,01:35,2.8,1200.0,38
KSRTC (Kerala) - 2131,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),22:35,03h 15m,01:50,2.8,900.0,31
KSRTC (Kerala) - 3545,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),22:50,02h 55m,01:45,4.0,730.0,39
KSRTC (Kerala) - 2996,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),22:55,03h 35m,02:30,2.7,798.0,49
KSRTC (Kerala) - 515,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),23:00,02h 30m,01:30,4.0,1000.0,39
KSRTC (Kerala) - 811,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:00,03h 20m,02:20,3.5,949.0,44
KSRTC (Kerala) - 559,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),23:10,03h 00m,02:10,2.8,569.0,20
KSRTC (Kerala) - 312,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:15,03h 30m,02:45,3.7,600.0,43
KSRTC (Kerala) - 1377,Thrissur to Kozhikode,AC MULTI AXLE,23:15,03h 05m,02:20,2.8,1300.0,33
KSRTC (Kerala) - 585,Thrissur to Kozhikode,Super Express Non AC Seater Air Bus (2+2),23:30,03h 25m,02:55,1.9,759.0,32
KSRTC (Kerala) - 915,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:45,03h 25m,03:10,2.8,854.0,28
KSRTC (Kerala) - 352,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:45,03h 25m,03:10,1.4,800.0,45
KSRTC (Kerala) - 847,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:50,03h 20m,03:10,2.8,569.0,50
KSRTC (Kerala) - 2985,Thrissur to Kozhikode,Super Fast Non AC Seater (2+3),23:55,03h 40m,03:35,2.8,1249.0,45
KSRTC (Kerala) - 368,Thrissur to Kozhikode,AC MULTI AXLE,23:55,02h 55m,02:50,2.8,649.0,48
KSRTC (Kerala) - 3784,Thrissur to Kozhikode,AC MULTI AXLE,23:56,02h 55m,02:51,3.7,900.0,41
Greenline kerala,Thrissur to Kozhikode,A/C Seater Push Back (2+2),23:50,02h 55m,02:45,3.7,695.0,24
SG Travels,Thrissur to Kozhikode,Bharat Benz A/C Sleeper (2+1),23:50,02h 40m,02:30,5.0,900.0,34
Cochin Bus,Thrissur to Kozhikode,Bharat Benz A/C Sleeper (2+1),23:50,02h 40m,02:30,2.8,1349.0,25
Cochin Bus,Thrissur to Kozhikode,A/C Sleeper (2+1),23:40,02h 40m,02:20,2.8,700.0,18
Cochin Bus,Thrissur to Kozhikode,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:30,02h 50m,02:20,2.8,699.0,41
UFO Bus,Thrissur to Kozhikode,A/C Sleeper (2+1),23:35,03h 10m,02:45,3.6,699.0,22
Adrin Travels,Thrissur to Kozhikode,A/C Seater/Sleeper (2+1),23:05,02h 55m,02:00,3.4,660.0,40
Madhavi Travels,Thrissur to Kozhikode,Volvo A/C Semi Sleeper (2+2),02:30,02h 00m,04:30,2.7,680.0,3
Madhavi Travels,Thrissur to Kozhikode,A/C Semi Sleeper (2+2),23:20,04h 15m,03:35,3.3,690.0,40
Kalpaka Travels 1,Thrissur to Kozhikode,A/C Semi Sleeper (2+2),23:55,03h 05m,03:00,2.5,1110.0,36
Kalpaka Travels 1,Thrissur to Kozhikode,A/C Sleeper (2+1),02:00,02h 00m,04:00,2.8,899.0,1
Madhavi Travels,Thrissur to Kozhikode,A/C Sleeper (2+1),23:20,02h 35m,01:55,4.5,800.0,22
Madhavi Travels,Thrissur to Kozhikode,A/C Sleeper (2+1),23:30,03h 30m,03:00,2.0,900.0,24
Kalpaka Travels 1,Thrissur to Kozhikode,A/C Sleeper (2+1),23:40,02h 50m,02:30,4.5,925.0,28
Madhavi Travels,Thrissur to Kozhikode,A/C Semi Sleeper (2+2),23:20,02h 55m,02:15,4.0,749.0,34
LIYAS TOURS,Thrissur to Kozhikode,Bharat Benz A/C Sleeper (2+1),23:47,03h 53m,03:40,4.4,950.0,15
UFO Bus,Thrissur to Kozhikode,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:40,03h 05m,02:45,3.0,900.0,46
Ubc travels,Thrissur to Kozhikode,A/C Seater/Sleeper (2+1),23:20,03h 40m,03:00,4.5,1049.0,48
Arya Travels,Thrissur to Kozhikode,A/C Sleeper (2+1),23:59,03h 16m,03:15,5.0,1099.0,18
Kallada Travels (Suresh Kallada),Thrissur to Kozhikode,A/C Sleeper (2+1),01:15,03h 15m,04:30,2.0,800.0,9
LIYAS TOURS,Thrissur to Kozhikode,Scania A/C Semi Sleeper (2+2),23:47,03h 53m,03:40,4.3,800.0,45
EMERALD TRAVELS,Thrissur to Kozhikode,Bharat Benz A/C Semi Sleeper (2+2),02:30,02h 00m,04:30,3.1,1199.0,35
Galaxy Tours,Thrissur to Kozhikode,2+1 Air Suspension A/C Seater / Sleeper,02:45,03h 15m,06:00,4.1,995.0,46
Galaxy Tours,Thrissur to Kozhikode,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),03:15,03h 15m,06:30,4.0,899.0,23
KSRTC (Kerala) - 100,Kannur (Kerala) to Bangalore,Swift Deluxe Non AC Air Bus (2+2),19:00,08h 10m,03:10,3.4,1199.0,10
KSRTC (Kerala) - 1766,Kannur (Kerala) to Bangalore,Super Express Non AC Seater Air Bus (2+2),20:15,07h 40m,03:55,4.0,1100.0,2
KSRTC (Kerala) - 99,Kannur (Kerala) to Bangalore,Swift Deluxe Non AC Air Bus (2+2),21:30,07h 35m,05:05,1.0,900.0,1
NS Transports,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:15,08h 15m,05:30,4.5,800.0,2
MMK Travels,Kannur (Kerala) to Bangalore,VE A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.5,999.0,15
Ashoka Travel and Logistics,Kannur (Kerala) to Bangalore,NON A/C Semi Sleeper (2+2),08:00,09h 30m,17:30,4.5,800.0,2
NS Transports,Kannur (Kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),20:30,08h 50m,05:20,3.9,799.0,3
NS Transports,Kannur (Kerala) to Bangalore,NON A/C Semi Sleeper / Sleeper (2+1),21:45,08h 00m,05:45,3.9,1100.0,2
National travels and logistics,Kannur (Kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),21:15,08h 15m,05:30,3.4,1199.0,12
Sugama Tourist,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),22:00,07h 30m,05:30,3.6,949.0,1
Ashoka Travel and Logistics,Kannur (Kerala) to Bangalore,A/C Semi Sleeper (2+2),21:00,08h 15m,05:15,3.2,914.0,18
NS Transports,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),22:00,07h 30m,05:30,1.0,750.0,10
Golden Travels,Kannur (Kerala) to Bangalore,Volvo A/C Semi Sleeper (2+2),21:45,07h 05m,04:50,4.4,660.0,6
P K Travels,Kannur (Kerala) to Bangalore,NON A/C Semi Sleeper (2+2),20:30,10h 00m,06:30,5.0,863.0,7
Ashoka Travel and Logistics,Kannur (Kerala) to Bangalore,NON A/C Semi Sleeper (2+2),21:30,07h 30m,05:00,2.8,670.0,20
Golden Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:45,07h 25m,05:10,2.5,670.0,4
Arya Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:20,08h 10m,05:30,2.0,950.0,3
Golden Travels,Kannur (Kerala) to Bangalore,NON A/C Sleeper (2+1),21:30,07h 30m,05:00,2.5,1200.0,2
Golden Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:15,07h 45m,05:00,2.1,950.0,3
P K Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:00,08h 00m,05:00,2.0,1260.0,8
Kalpaka Travels,Kannur (Kerala) to Bangalore,NON A/C Seater/ Sleeper (2+1),21:15,07h 45m,05:00,4.6,1200.0,3
Kalpaka Travels,Kannur (Kerala) to Bangalore,NON A/C Seater/ Sleeper (2+1),21:30,07h 30m,05:00,3.0,800.0,8
National travels and logistics,Kannur (Kerala) to Bangalore,Bharat Benz A/C Sleeper (2+1),20:45,08h 30m,05:15,2.0,950.0,15
Kalpaka Travels,Kannur (Kerala) to Bangalore,NON A/C Seater/ Sleeper (2+1),21:00,08h 00m,05:00,4.0,999.0,22
Golden Travels,Kannur (Kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),21:15,07h 45m,05:00,1.4,949.0,11
Kalpaka Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:45,07h 15m,05:00,2.1,1400.0,6
DLT BUS,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),21:00,08h 30m,05:30,2.2,2999.0,11
Kohinoor Travels,Kannur (Kerala) to Bangalore,A/C Sleeper (2+1),22:00,08h 00m,06:00,4.6,949.0,15
KSRTC (Kerala) - 573,Kalpetta (kerala) to Bangalore,Garuda Premium,10:25,06h 00m,16:25,3.0,999.0,1
KSRTC (Kerala) - 55,Kalpetta (kerala) to Bangalore,SWIFT-GARUDA A/C SEATER BUS,14:20,05h 50m,20:10,4.6,1450.0,1
KSRTC (Kerala) - 578,Kalpetta (kerala) to Bangalore,Super Express Non AC Seater Air Bus (2+2),20:10,06h 55m,03:05,1.0,700.0,14
KSRTC (Kerala) - 72,Kalpetta (kerala) to Bangalore,SWIFT-GARUDA A/C SEATER BUS,20:45,07h 40m,04:25,4.5,800.0,21
KSRTC (Kerala) - 1583,Kalpetta (kerala) to Bangalore,Swift Deluxe Non AC Air Bus (2+2),21:35,07h 15m,04:50,2.7,999.0,1
KSRTC (Kerala) - 1584,Kalpetta (kerala) to Bangalore,Swift Deluxe Non AC Air Bus (2+2),23:05,07h 10m,06:15,2.8,1400.0,5
MMK Travels,Kalpetta (kerala) to Bangalore,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,4.0,1490.0,20
DLT BUS,Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),23:45,06h 45m,06:30,2.1,999.0,12
MMK Travels,Kalpetta (kerala) to Bangalore,A/C Seater / Sleeper (2+1),23:45,06h 15m,06:00,2.0,999.0,20
Bharathi Travels,Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),17:20,06h 25m,23:45,2.8,1050.0,6
DLT BUS,Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),23:59,06h 31m,06:30,4.0,1050.0,16
A1 Travels,Kalpetta (kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),23:10,07h 20m,06:30,3.9,950.0,2
SAAM BUS,Kalpetta (kerala) to Bangalore,VE A/C Sleeper (2+1),23:20,06h 40m,06:00,4.2,760.0,18
Kallada Travels (Suresh Kallada),Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),23:40,07h 35m,07:15,4.3,1300.0,15
SKS Tourist Corporation (REGD),Kalpetta (kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),23:15,06h 30m,05:45,4.7,1450.0,13
Orange Tours and Travels,Kalpetta (kerala) to Bangalore,Bharat Benz A/C Sleeper (2+1),16:30,07h 00m,23:30,3.2,1490.0,9
Suraj Holidays,Kalpetta (kerala) to Bangalore,VE A/C Sleeper (2+1),23:55,07h 20m,07:15,4.0,849.0,36
SKS Tourist Corporation (REGD),Kalpetta (kerala) to Bangalore,Non A/C Seater / Sleeper (2+1),23:16,06h 29m,05:45,4.3,849.0,3
Skylite Travels,Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),23:55,06h 50m,06:45,3.7,585.0,10
Kallada Travels (Suresh Kallada),Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),15:50,07h 20m,23:10,4.5,575.0,26
A1 Travels,Kalpetta (kerala) to Bangalore,A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,4.7,750.0,14
A1 Travels,Kalpetta (kerala) to Bangalore,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06h 45m,06:30,4.1,585.0,30
SKS Tourist Corporation (REGD),Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),23:31,06h 14m,05:45,3.7,832.0,30
Bharathi Travels,Kalpetta (kerala) to Bangalore,A/C Sleeper (2+1),17:00,06h 45m,23:45,5.0,750.0,12
