Bus Name,Link Route,Bus Type,Departing Time,Duration Time,Reaching Time,Star Rating,Price,Seat Availability
PEPSU (Punjab) - 67085,Delhi to Patiala,Volvo AC Seater (2+2),02:00,06h 00m,08:00,4.6,816.0,20
PEPSU (Punjab) - 67085,Delhi to Patiala,Volvo AC Seater (2+2),03:00,05h 00m,08:00,4.7,702.0,19
PEPSU (Punjab) - 67069,Delhi to Patiala,Volvo AC Seater (2+2),06:40,06h 50m,13:30,2.4,816.0,16
PEPSU (Punjab) - 67069,Delhi to Patiala,Volvo AC Seater (2+2),08:00,05h 30m,13:30,4.3,702.0,17
PEPSU (Punjab) - 67105,Delhi to Patiala,AC Seater Hvac 2+2,09:50,05h 30m,15:20,2.4,445.0,35
PEPSU (Punjab) - 67160,Delhi to Patiala,Volvo AC Seater (2+2),11:45,05h 30m,17:15,3.7,702.0,28
PEPSU (Punjab) - 66665,Delhi to Patiala,Volvo AC Seater (2+2),14:01,04h 59m,19:00,3.8,702.0,30
PEPSU (Punjab) - 66689,Delhi to Patiala,Volvo AC Seater (2+2),15:25,05h 00m,20:25,3.5,702.0,36
PEPSU (Punjab) - 66667,Delhi to Patiala,Volvo AC Seater (2+2),17:31,04h 59m,22:30,3.9,702.0,39
PEPSU (Punjab) - 67103,Delhi to Patiala,AC Seater Hvac 2+2,22:31,05h 29m,04:00,3.1,445.0,38
Indo Canadian Transport Company,Delhi to Patiala,Volvo A/C Sleeper (2+1),22:00,07h 00m,05:00,2.8,3850.0,36
Indo Canadian Transport Company,Delhi to Patiala,Volvo A/C Sleeper (2+1),10:00,07h 00m,17:00,4.0,3850.0,36
Indo Canadian Transport Company,Delhi to Patiala,A/C Semi Sleeper (2+2),06:00,07h 00m,13:00,3.9,3300.0,40
Indo Canadian Transport Company,Delhi to Patiala,Mercedes A/C Semi Sleeper (2+2),16:30,07h 00m,23:30,3.9,3300.0,47
Indo Canadian Transport Company,Delhi to Patiala,Mercedes A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,3.9,3300.0,47
Indo Canadian Transport Company,Delhi to Patiala,A/C Semi Sleeper (2+2),08:00,07h 00m,15:00,3.9,3300.0,38
Indo Canadian Transport Company,Delhi to Patiala,Volvo A/C Sleeper (2+1),13:30,07h 00m,20:30,3.9,3850.0,37
Indo Canadian Transport Company,Delhi to Patiala,Volvo A/C Sleeper (2+1),03:30,07h 00m,10:30,3.9,3850.0,29
Indo Canadian Transport Company,Delhi to Patiala,Mercedes A/C Semi Sleeper (2+2),02:00,07h 00m,09:00,3.9,3300.0,45
Indo Canadian Transport Company,Delhi to Patiala,A/C Semi Sleeper (2+2),04:30,07h 00m,11:30,3.9,3300.0,30
Indo Canadian Transport Company,Delhi to Patiala,Mercedes A/C Semi Sleeper (2+2),12:00,07h 00m,19:00,3.9,3300.0,47
Indo Canadian Transport Company,Delhi to Patiala,Mercedes A/C Semi Sleeper (2+2),19:30,07h 00m,02:30,3.9,3300.0,44
Indo Canadian Transport Company,Delhi to Patiala,A/C Semi Sleeper (2+2),14:30,07h 00m,21:30,3.9,3300.0,44
PEPSU (Punjab) - 66695,Patiala to Delhi,Volvo AC Seater (2+2),04:20,05h 01m,09:21,3.9,702.0,12
PEPSU (Punjab) - 66646,Patiala to Delhi,Volvo AC Seater (2+2),05:00,05h 01m,10:01,4.1,702.0,33
PEPSU (Punjab) - 66647,Patiala to Delhi,Volvo AC Seater (2+2),06:15,05h 01m,11:16,4.1,702.0,32
PEPSU (Punjab) - 66648,Patiala to Delhi,Volvo AC Seater (2+2),09:50,05h 01m,14:51,4.3,702.0,25
PEPSU (Punjab) - 66649,Patiala to Delhi,Volvo AC Seater (2+2),12:40,06h 09m,18:49,4.1,702.0,34
PEPSU (Punjab) - 66649,Patiala to Delhi,Volvo AC Seater (2+2),12:40,06h 40m,19:20,4.3,816.0,34
PEPSU (Punjab) - 67101,Patiala to Delhi,AC Seater Hvac 2+2,15:25,05h 01m,20:26,4.4,445.0,35
PEPSU (Punjab) - 67142,Patiala to Delhi,Volvo AC Seater (2+2),16:00,05h 25m,21:25,2.2,702.0,31
PEPSU (Punjab) - 67142,Patiala to Delhi,Volvo AC Seater (2+2),16:00,06h 40m,22:40,4.3,816.0,31
PEPSU (Punjab) - 67104,Patiala to Delhi,AC Seater Hvac 2+2,22:30,05h 01m,03:31,4.2,445.0,36
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),20:00,07h 00m,03:00,2.9,3300.0,21
Indo Canadian Transport Company,Patiala to Delhi,Volvo A/C Sleeper (2+1),22:00,07h 00m,05:00,3.9,3850.0,18
Indo Canadian Transport Company,Patiala to Delhi,Volvo A/C Sleeper (2+1),01:59,07h 00m,08:59,3.9,3850.0,9
Indo Canadian Transport Company,Patiala to Delhi,A/C Semi Sleeper (2+2),18:05,07h 00m,01:05,3.9,3300.0,32
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),04:00,07h 00m,11:00,3.9,3300.0,43
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),08:00,07h 00m,15:00,3.9,3300.0,14
Indo Canadian Transport Company,Patiala to Delhi,A/C Semi Sleeper (2+2),06:00,07h 00m,13:00,3.9,3300.0,30
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),10:00,07h 00m,17:00,3.9,3300.0,51
Indo Canadian Transport Company,Patiala to Delhi,Volvo A/C Sleeper (2+1),12:00,07h 00m,19:00,3.9,3850.0,5
Indo Canadian Transport Company,Patiala to Delhi,Volvo A/C Sleeper (2+1),14:00,07h 00m,21:00,3.9,3850.0,5
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),14:00,07h 00m,21:00,3.9,3300.0,44
Indo Canadian Transport Company,Patiala to Delhi,Mercedes A/C Semi Sleeper (2+2),16:00,07h 00m,23:00,3.9,3300.0,51
Indo Canadian Transport Company,Patiala to Delhi,Volvo A/C Sleeper (2+1),16:00,07h 00m,23:00,3.9,3850.0,5
Indo Canadian Transport Company,Patiala to Delhi,A/C Semi Sleeper (2+2),12:00,07h 00m,19:00,3.9,3300.0,17
PEPSU (Punjab) - 67167,Ludhiana to Delhi,Volvo AC Seater (2+2),00:15,08h 05m,08:20,3.9,873.0,36
PEPSU (Punjab) - 67168,Ludhiana to Delhi,Volvo AC Seater (2+2),05:15,07h 55m,13:10,4.1,997.0,39
PEPSU (Punjab) - 67168,Ludhiana to Delhi,Volvo AC Seater (2+2),05:15,06h 55m,12:10,3.7,873.0,39
PEPSU (Punjab) - 67134,Ludhiana to Delhi,Volvo AC Seater (2+2),07:00,07h 55m,14:55,4.1,997.0,34
PEPSU (Punjab) - 67134,Ludhiana to Delhi,Volvo AC Seater (2+2),07:00,06h 55m,13:55,3.9,873.0,34
PEPSU (Punjab) - 67161,Ludhiana to Delhi,Volvo AC Seater (2+2),10:15,09h 00m,19:15,4.3,997.0,24
PEPSU (Punjab) - 67161,Ludhiana to Delhi,Volvo AC Seater (2+2),10:15,08h 00m,18:15,3.9,873.0,24
PEPSU (Punjab) - 67162,Ludhiana to Delhi,Volvo AC Seater (2+2),15:00,07h 30m,22:30,3.3,873.0,34
PEPSU (Punjab) - 67162,Ludhiana to Delhi,Volvo AC Seater (2+2),15:00,08h 30m,23:30,2.8,997.0,34
PEPSU (Punjab) - 67096,Ludhiana to Delhi,Volvo AC Seater (2+2),16:20,08h 05m,00:25,4.7,873.0,30
PEPSU (Punjab) - 67096,Ludhiana to Delhi,Volvo AC Seater (2+2),16:20,09h 05m,01:25,3.5,997.0,33
PEPSU (Punjab) - 67135,Ludhiana to Delhi,Volvo AC Seater (2+2),17:35,08h 00m,01:35,3.4,873.0,33
PEPSU (Punjab) - 67135,Ludhiana to Delhi,Volvo AC Seater (2+2),17:35,09h 00m,02:35,4.1,997.0,35
PEPSU (Punjab) - 67098,Ludhiana to Delhi,Volvo AC Seater (2+2),19:50,08h 00m,03:50,3.7,873.0,37
PEPSU (Punjab) - 67098,Ludhiana to Delhi,Volvo AC Seater (2+2),19:50,09h 00m,04:50,4.5,997.0,38
PEPSU (Punjab) - 67128,Ludhiana to Delhi,Volvo AC Seater (2+2),20:50,07h 50m,04:40,4.6,873.0,38
PEPSU (Punjab) - 67128,Ludhiana to Delhi,Volvo AC Seater (2+2),20:50,09h 00m,05:50,4.3,997.0,38
RSRTC - 170039,Ludhiana to Delhi,Express Non AC Seater 2+3,08:20,06h 40m,15:00,4.4,436.0,42
Yolo Bus,Ludhiana to Delhi,VE A/C Seater / Sleeper (2+1),22:27,06h 49m,05:16,3.7,500.0,30
Zingbus Plus,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.7,846.0,26
NueGo,Ludhiana to Delhi,Electric A/C Seater (2+2),23:15,06h 50m,06:05,3.0,445.0,32
Laxmi holidays,Ludhiana to Delhi,VE A/C Sleeper (2+1),23:55,06h 50m,06:45,4.6,581.0,24
IntrCity SmartBus,Ludhiana to Delhi,A/C Seater / Sleeper (2+1),23:00,07h 10m,06:10,2.0,839.0,26
New Navyug Travels,Ludhiana to Delhi,A/C Sleeper (2+1),23:00,06h 30m,05:30,4.4,608.0,35
NueGo,Ludhiana to Delhi,Electric A/C Seater (2+2),11:00,06h 50m,17:50,1.0,553.0,16
NueGo,Ludhiana to Delhi,Electric A/C Seater (2+2),18:00,06h 50m,00:50,4.4,491.0,35
Laxmi holidays,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),21:35,06h 35m,04:10,2.0,539.0,39
Golden Temple Express Volvo,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,4.4,599.0,23
IntrCity SmartBus,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),00:50,05h 45m,06:35,3.0,479.0,1
Zingbus Plus,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),02:30,07h 30m,10:00,4.3,883.0,6
NueGo,Ludhiana to Delhi,Electric A/C Seater (2+2),13:00,06h 50m,19:50,2.0,491.0,30
Fateh Tour And Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),01:50,05h 30m,07:20,4.0,630.0,36
Golden Temple Express Volvo,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:30,06h 00m,05:30,1.0,549.0,20
IntrCity SmartBus,Ludhiana to Delhi,A/C Seater / Sleeper (2+1),23:45,06h 40m,06:25,4.0,669.0,24
Golden Temple Express Volvo,Ludhiana to Delhi,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,1.0,599.0,33
IntrCity SmartBus,Ludhiana to Delhi,A/C Sleeper (2+1),23:05,06h 40m,05:45,4.4,809.0,27
IntrCity SmartBus,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),01:10,05h 20m,06:30,2.0,509.0,1
Golden Temple Volvo Bus Service,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),01:40,06h 15m,07:55,4.5,761.0,13
Classic Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:55,07h 00m,06:55,4.4,389.0,37
Golden Temple Express Volvo,Ludhiana to Delhi,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,3.0,599.0,36
Classic Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:30,07h 00m,06:30,4.7,389.0,36
Muskan Tour And Travels private Limited,Ludhiana to Delhi,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:50,05h 40m,05:30,3.0,449.0,33
Golden Temple Express Volvo,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:59,06h 31m,06:30,3.6,599.0,38
Banjara Satguru Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+1),01:30,04h 55m,06:25,1.0,676.0,4
Golden Temple Express Volvo,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:58,06h 52m,06:50,2.0,599.0,30
Armaan Tour & Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+1),22:50,07h 10m,06:00,4.0,480.0,30
IntrCity SmartBus,Ludhiana to Delhi,A/C Seater / Sleeper (2+1),01:15,05h 35m,06:50,4.6,569.0,2
ADTC tour and Travels,Ludhiana to Delhi,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,05:10,3.0,600.0,31
ADTC tour and Travels,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 20m,05:15,4.7,600.0,28
NueGo,Ludhiana to Delhi,Electric A/C Sleeper (2+1),22:20,06h 35m,04:55,4.5,759.0,32
Bhawani Travels,Ludhiana to Delhi,A/C Seater / Sleeper (2+2),23:59,06h 11m,06:10,3.0,499.0,37
Sanskar Travels,Ludhiana to Delhi,Bharat Benz A/C Seater /Sleeper (2+1),15:45,07h 15m,23:00,4.7,999.0,30
Yolo Bus,Ludhiana to Delhi,VE A/C Seater / Sleeper (2+1),00:41,05h 35m,06:16,3.0,500.0,1
FlixBus,Ludhiana to Delhi,Bharat Benz A/C Sleeper (2+1),00:50,07h 10m,08:00,4.8,3850.0,3
Indo Canadian Transport Company,Ludhiana to Delhi,Volvo A/C Sleeper (2+1),21:29,07h 31m,05:00,2.9,3300.0,19
Indo Canadian Transport Company,Ludhiana to Delhi,A/C Semi Sleeper (2+2),17:34,07h 31m,01:05,3.9,3850.0,34
Indo Canadian Transport Company,Ludhiana to Delhi,Volvo A/C Sleeper (2+1),11:29,07h 31m,19:00,2.8,3300.0,5
Indo Canadian Transport Company,Ludhiana to Delhi,Mercedes A/C Semi Sleeper (2+2),15:29,07h 31m,23:00,3.7,3300.0,14
Indo Canadian Transport Company,Ludhiana to Delhi,A/C Semi Sleeper (2+2),05:29,07h 31m,13:00,2.1,3300.0,31
Indo Canadian Transport Company,Ludhiana to Delhi,Mercedes A/C Semi Sleeper (2+2),23:29,07h 31m,07:00,3.3,3300.0,45
Indo Canadian Transport Company,Ludhiana to Delhi,Mercedes A/C Semi Sleeper (2+2),09:29,07h 31m,17:00,1.8,3300.0,27
Indo Canadian Transport Company,Ludhiana to Delhi,A/C Semi Sleeper (2+2),11:29,07h 31m,19:00,5.0,873.0,17
PEPSU (Punjab) - 67064,Delhi to Ludhiana,Volvo AC Seater (2+2),01:10,06h 48m,07:58,2.8,997.0,38
PEPSU (Punjab) - 67079,Delhi to Ludhiana,Volvo AC Seater (2+2),03:40,07h 40m,11:20,1.0,873.0,38
PEPSU (Punjab) - 67079,Delhi to Ludhiana,Volvo AC Seater (2+2),04:40,06h 40m,11:20,3.5,997.0,39
PEPSU (Punjab) - 67130,Delhi to Ludhiana,Volvo AC Seater (2+2),07:45,07h 05m,14:50,3.0,873.0,37
PEPSU (Punjab) - 67130,Delhi to Ludhiana,Volvo AC Seater (2+2),09:05,05h 45m,14:50,4.0,997.0,37
PEPSU (Punjab) - 67123,Delhi to Ludhiana,Volvo AC Seater (2+2),12:10,07h 45m,19:55,2.0,873.0,38
PEPSU (Punjab) - 67123,Delhi to Ludhiana,Volvo AC Seater (2+2),13:45,06h 10m,19:55,2.7,997.0,38
PEPSU (Punjab) - 67132,Delhi to Ludhiana,Volvo AC Seater (2+2),15:50,07h 50m,23:40,3.9,873.0,38
PEPSU (Punjab) - 67166,Delhi to Ludhiana,Volvo AC Seater (2+2),16:50,06h 00m,22:50,3.0,873.0,39
PEPSU (Punjab) - 67132,Delhi to Ludhiana,Volvo AC Seater (2+2),17:40,06h 00m,23:40,3.8,997.0,38
PEPSU (Punjab) - 67121,Delhi to Ludhiana,Volvo AC Seater (2+2),21:00,08h 20m,05:20,4.0,873.0,39
PEPSU (Punjab) - 67121,Delhi to Ludhiana,Volvo AC Seater (2+2),22:20,07h 00m,05:20,3.7,997.0,39
PEPSU (Punjab) - 67064,Delhi to Ludhiana,Volvo AC Seater (2+2),23:58,08h 00m,07:58,5.0,600.0,39
Laxmi holidays,Delhi to Ludhiana,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,4.8,600.0,29
Laxmi holidays,Delhi to Ludhiana,Bharat Benz A/C Sleeper (2+1),23:40,06h 50m,06:30,2.0,600.0,25
Laxmi holidays,Delhi to Ludhiana,VE A/C Sleeper (2+1),23:00,06h 30m,05:30,3.8,549.0,35
AdOrbit Aviation Pvt Ltd,Delhi to Ludhiana,Mercedes Multi-Axle Semi Sleeper (2+2),12:55,08h 00m,20:55,2.0,449.0,46
Laxmi holidays,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,05:00,3.9,524.0,39
NueGo,Delhi to Ludhiana,Electric A/C Seater (2+2),11:00,06h 25m,17:25,3.9,539.0,16
Zingbus Plus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06h 45m,05:15,3.9,561.0,30
AdGolden Temple Volvo Bus Service,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,3.9,453.0,47
NueGo,Delhi to Ludhiana,Electric A/C Seater (2+2),07:00,06h 25m,13:25,3.9,361.0,24
NueGo,Delhi to Ludhiana,Electric A/C Seater (2+2),23:50,06h 25m,06:15,3.9,449.0,37
FlixBus,Delhi to Ludhiana,Bharat Benz A/C Sleeper (2+1),22:30,07h 05m,05:35,3.9,599.0,27
IntrCity SmartBus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),20:30,08h 15m,04:45,3.9,459.0,41
Golden Temple Express Volvo,Delhi to Ludhiana,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,06h 25m,05:15,4.2,549.0,31
IntrCity SmartBus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),21:00,06h 50m,03:50,3.7,559.0,36
IntrCity SmartBus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07h 45m,06:30,3.2,549.0,32
IntrCity SmartBus,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),21:30,08h 15m,05:45,4.1,480.0,27
IntrCity SmartBus,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),23:30,06h 20m,05:50,4.0,391.0,34
Yolo Bus,Delhi to Ludhiana,VE A/C Seater / Sleeper (2+1),23:50,05h 54m,05:44,3.0,450.0,28
NueGo,Delhi to Ludhiana,Electric A/C Seater (2+2),23:00,06h 25m,05:25,2.5,450.0,30
Fateh Tour And Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),22:00,05h 45m,03:45,2.2,499.0,32
Fateh Tour And Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),22:35,05h 45m,04:20,3.7,549.0,36
Golden Temple Express Volvo,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),22:58,06h 32m,05:30,3.9,655.0,28
Golden Temple Express Volvo,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:00,06h 35m,05:35,3.9,669.0,26
Zingbus Plus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),20:00,07h 00m,03:00,3.0,563.0,27
IntrCity SmartBus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07h 15m,05:15,4.0,549.0,44
New Navyug Travels,Delhi to Ludhiana,A/C Sleeper (2+1),22:45,05h 45m,04:30,2.6,449.0,36
Golden Temple Express Volvo,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:15,06h 20m,05:35,5.0,449.0,36
Muskan Tour And Travels private Limited,Delhi to Ludhiana,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,05h 20m,04:00,4.2,450.0,35
Laxmi holidays,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06h 10m,02:40,4.7,709.0,38
Yolo Bus,Delhi to Ludhiana,VE A/C Seater / Sleeper (2+1),23:20,06h 30m,05:50,2.0,569.0,29
IntrCity SmartBus,Delhi to Ludhiana,A/C Sleeper (2+1),23:55,05h 55m,05:50,4.6,600.0,25
IntrCity SmartBus,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),22:00,07h 50m,05:50,2.0,480.0,28
ADTC tour and Travels,Delhi to Ludhiana,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05h 35m,04:00,4.5,550.0,33
Armaan Tour & Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),14:00,08h 05m,22:05,2.0,586.0,41
Banjara Satguru Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:35,05h 30m,05:05,3.3,700.0,33
Banjara Satguru Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:05,06h 00m,05:05,2.0,689.0,31
Classic Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),09:30,07h 00m,16:30,4.4,499.0,27
Classic Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),21:00,07h 00m,04:00,5.0,800.0,24
ADTC tour and Travels,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),22:40,05h 20m,04:00,4.4,1283.0,21
Classic Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),12:50,07h 00m,19:50,1.0,529.0,24
Zingbus Plus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),20:00,09h 15m,05:15,4.5,1415.0,30
IntrCity SmartBus,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,3.0,561.0,31
Zingbus Plus,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),18:30,08h 30m,03:00,3.4,699.0,27
Golden Temple Volvo Bus Service,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),22:40,06h 25m,05:05,4.3,1000.0,32
Bhawani Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,1.0,699.0,17
Sanskar Travels,Delhi to Ludhiana,Bharat Benz A/C Seater /Sleeper (2+1),04:00,06h 35m,10:35,4.2,888.0,28
K.S Travels,Delhi to Ludhiana,A/C Semi Sleeper / Sleeper (2+2),23:00,06h 45m,05:45,1.0,599.0,38
New National Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),23:00,06h 00m,05:00,4.7,849.0,32
City Land Travels,Delhi to Ludhiana,A/C Seater/Sleeper (2+1),23:15,06h 35m,05:50,2.0,676.0,27
MM Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),11:10,08h 10m,19:20,4.3,1479.0,40
MM Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+2),14:00,07h 50m,21:50,3.0,759.0,42
Banjara Satguru Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),22:40,06h 06m,04:46,4.2,759.0,38
Armaan Tour & Travels,Delhi to Ludhiana,A/C Seater / Sleeper (2+1),13:00,06h 15m,19:15,4.6,873.0,20
NueGo,Delhi to Ludhiana,Electric A/C Sleeper (2+1),22:00,06h 15m,04:15,3.0,873.0,33
NueGo,Delhi to Ludhiana,Electric A/C Sleeper (2+1),23:30,06h 15m,05:45,4.6,997.0,36
PEPSU (Punjab) - 67167,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),00:15,08h 05m,08:20,3.0,873.0,36
PEPSU (Punjab) - 67168,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),05:15,06h 55m,12:10,4.6,997.0,39
PEPSU (Punjab) - 67168,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),05:15,07h 55m,13:10,3.0,997.0,39
PEPSU (Punjab) - 67134,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),07:00,06h 55m,13:55,4.4,873.0,34
PEPSU (Punjab) - 67134,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),07:00,07h 55m,14:55,3.0,873.0,34
PEPSU (Punjab) - 67161,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),10:15,09h 00m,19:15,4.5,997.0,24
PEPSU (Punjab) - 67161,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),10:15,08h 00m,18:15,3.6,997.0,24
PEPSU (Punjab) - 67162,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),15:00,07h 30m,22:30,1.0,873.0,34
PEPSU (Punjab) - 67162,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),15:00,08h 30m,23:30,3.0,873.0,34
PEPSU (Punjab) - 67096,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),16:20,09h 05m,01:25,2.0,997.0,33
PEPSU (Punjab) - 67096,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),16:20,08h 05m,00:25,3.8,873.0,30
PEPSU (Punjab) - 67135,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),17:35,08h 00m,01:35,3.8,997.0,33
PEPSU (Punjab) - 67135,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),17:35,09h 00m,02:35,4.2,873.0,35
PEPSU (Punjab) - 67098,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),19:50,08h 00m,03:50,4.0,997.0,37
PEPSU (Punjab) - 67098,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),19:50,09h 00m,04:50,3.8,436.0,38
PEPSU (Punjab) - 67128,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),20:50,07h 50m,04:40,3.0,500.0,38
PEPSU (Punjab) - 67128,Ludhiana to Delhi Airport,Volvo AC Seater (2+2),20:50,09h 00m,05:50,3.7,967.0,38
RSRTC - 170039,Ludhiana to Delhi Airport,Express Non AC Seater 2+3,08:20,06h 40m,15:00,2.0,468.0,42
Yolo Bus,Ludhiana to Delhi Airport,VE A/C Seater / Sleeper (2+1),22:27,06h 49m,05:16,4.7,581.0,30
Zingbus Plus,Ludhiana to Delhi Airport,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.0,839.0,26
NueGo,Ludhiana to Delhi Airport,Electric A/C Seater (2+2),23:15,06h 50m,06:05,3.3,582.0,32
Laxmi holidays,Ludhiana to Delhi Airport,VE A/C Sleeper (2+1),23:55,06h 50m,06:45,4.8,517.0,24
IntrCity SmartBus,Ludhiana to Delhi Airport,A/C Seater / Sleeper (2+1),23:00,07h 10m,06:10,2.0,539.0,26
NueGo,Ludhiana to Delhi Airport,Electric A/C Seater (2+2),11:00,06h 50m,17:50,3.9,479.0,16
NueGo,Ludhiana to Delhi Airport,Electric A/C Seater (2+2),18:00,06h 50m,00:50,2.0,675.0,35
Laxmi holidays,Ludhiana to Delhi Airport,Bharat Benz A/C Seater /Sleeper (2+1),21:35,06h 35m,04:10,4.0,517.0,39
IntrCity SmartBus,Ludhiana to Delhi Airport,Bharat Benz A/C Seater /Sleeper (2+1),00:50,05h 45m,06:35,3.0,1009.0,1
New Navyug Travels,Ludhiana to Delhi Airport,A/C Sleeper (2+1),23:00,06h 30m,05:30,3.8,669.0,35
NueGo,Ludhiana to Delhi Airport,Electric A/C Seater (2+2),13:00,06h 50m,19:50,3.0,700.0,30
Zingbus Plus,Ludhiana to Delhi Airport,Bharat Benz A/C Seater /Sleeper (2+1),02:30,07h 30m,10:00,4.3,699.0,6
IntrCity SmartBus,Ludhiana to Delhi Airport,A/C Seater / Sleeper (2+1),23:45,06h 40m,06:25,1.0,809.0,24
Fateh Tour And Travels,Ludhiana to Delhi Airport,A/C Seater / Sleeper (2+2),01:50,05h 30m,07:20,2.6,509.0,36
Golden Temple Express Volvo,Ludhiana to Delhi Airport,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,1.0,389.0,23
IntrCity SmartBus,Ludhiana to Delhi Airport,A/C Sleeper (2+1),23:05,06h 40m,05:45,2.8,699.0,27
IntrCity SmartBus,Ludhiana to Delhi Airport,Bharat Benz A/C Seater /Sleeper (2+1),01:10,05h 20m,06:30,2.5,389.0,1
